account_no,amount,location,transaction_count,transaction_type,device_type,is_new_location,is_fraud
ACC4811,95042,Peshawar,1,Payment,POS,1,0
ACC9686,720920,Quetta,10,Withdrawal,POS,1,1
ACC6396,168768,Islamabad,5,Withdrawal,POS,0,0
ACC8444,184999,Quetta,6,Transfer,Mobile,0,0
ACC4021,16406,Karachi,8,Withdrawal,POS,0,0
ACC3946,20713,Peshawar,7,Payment,Desktop,0,0
ACC8277,187801,Quetta,5,Payment,Mobile,0,0
ACC3480,486050,Peshawar,25,Withdrawal,ATM,1,1
ACC9569,183898,Islamabad,9,Payment,Mobile,0,0
ACC5305,62540,Islamabad,9,Transfer,POS,0,0
ACC8024,656704,Peshawar,17,Transfer,ATM,1,1
ACC2596,49784,Peshawar,5,Deposit,Desktop,0,0
ACC5107,30140,Lahore,9,Transfer,POS,0,0
ACC6310,104430,Lahore,2,Payment,Desktop,0,0
ACC8564,148721,Quetta,8,Withdrawal,Desktop,0,0
ACC7702,32332,Quetta,6,Payment,Desktop,0,0
ACC9739,110919,Peshawar,3,Payment,POS,0,0
ACC3769,106136,Lahore,7,Payment,POS,0,0
ACC7519,56794,Lahore,1,Withdrawal,POS,0,0
ACC1132,172722,Lahore,2,Deposit,Mobile,0,0
ACC7945,982786,Peshawar,48,Withdrawal,ATM,1,1
ACC8167,189732,Karachi,4,Withdrawal,POS,0,0
ACC3530,38432,Quetta,9,Transfer,ATM,1,0
ACC4179,46387,Islamabad,5,Deposit,Mobile,0,0
ACC6713,41229,Karachi,8,Withdrawal,POS,0,0
ACC9124,58077,Peshawar,7,Deposit,Mobile,0,0
ACC4006,185719,Lahore,9,Transfer,Mobile,0,0
ACC2801,38822,Quetta,9,Withdrawal,Mobile,0,0
ACC6639,94004,Karachi,3,Transfer,POS,0,0
ACC1531,1268,Quetta,1,Deposit,Mobile,0,0
ACC9678,4281,Quetta,3,Deposit,ATM,1,0
ACC2158,75634,Islamabad,8,Transfer,Mobile,1,0
ACC8329,142214,Lahore,9,Payment,POS,0,0
ACC1527,352225,Lahore,27,Payment,ATM,1,1
ACC7930,136829,Lahore,4,Deposit,Desktop,0,0
ACC9226,66761,Peshawar,8,Payment,Mobile,0,0
ACC4910,41846,Lahore,6,Transfer,POS,0,0
ACC5688,60864,Quetta,1,Deposit,Desktop,0,0
ACC5929,189601,Karachi,2,Deposit,ATM,0,0
ACC1777,29397,Lahore,5,Payment,Mobile,1,0
ACC8916,953133,Quetta,41,Transfer,Mobile,1,1
ACC8511,153309,Peshawar,7,Deposit,Mobile,1,0
ACC9016,65604,Lahore,4,Transfer,ATM,0,0
ACC6802,71605,Karachi,2,Transfer,Desktop,0,0
ACC6523,13045,Peshawar,5,Withdrawal,POS,0,0
ACC8782,28017,Karachi,5,Transfer,ATM,0,0
ACC5407,183419,Quetta,4,Deposit,Mobile,0,0
ACC4193,179682,Lahore,2,Payment,POS,0,0
ACC9624,84612,Islamabad,5,Payment,Mobile,0,0
ACC2642,186728,Peshawar,5,Withdrawal,ATM,0,0
ACC7525,156759,Karachi,9,Withdrawal,ATM,0,0
ACC6360,155561,Islamabad,4,Deposit,POS,0,0
ACC3886,12403,Islamabad,6,Transfer,POS,0,0
ACC9642,109297,Peshawar,7,Transfer,Mobile,0,0
ACC1111,538436,Lahore,48,Transfer,POS,1,1
ACC7167,11473,Islamabad,1,Withdrawal,ATM,0,0
ACC8407,84789,Lahore,8,Withdrawal,Desktop,0,0
ACC7509,57722,Islamabad,1,Transfer,Mobile,0,0
ACC6767,22082,Islamabad,9,Payment,Mobile,0,0
ACC3810,66233,Islamabad,8,Payment,Mobile,0,0
ACC5232,38843,Lahore,4,Payment,Desktop,0,0
ACC8079,66292,Quetta,2,Withdrawal,ATM,0,0
ACC7039,141154,Karachi,6,Deposit,ATM,0,0
ACC7738,177409,Quetta,6,Transfer,Mobile,0,0
ACC8100,118096,Quetta,1,Payment,ATM,0,0
ACC9366,101942,Lahore,4,Transfer,ATM,0,0
ACC9667,180802,Islamabad,3,Transfer,Mobile,0,0
ACC5434,94305,Peshawar,3,Withdrawal,ATM,0,0
ACC6945,104299,Islamabad,8,Deposit,ATM,0,0
ACC8014,20289,Peshawar,4,Transfer,Desktop,0,0
ACC5790,997516,Quetta,11,Payment,ATM,0,1
ACC5557,25225,Islamabad,1,Transfer,Mobile,0,0
ACC5696,78706,Quetta,7,Transfer,ATM,1,0
ACC8086,38567,Lahore,8,Transfer,ATM,0,0
ACC1316,6002,Peshawar,4,Deposit,Mobile,0,0
ACC6263,355326,Karachi,24,Withdrawal,POS,1,1
ACC8488,152918,Quetta,7,Payment,POS,0,0
ACC6988,390096,Islamabad,42,Withdrawal,Mobile,1,1
ACC2727,103473,Quetta,2,Transfer,ATM,0,0
ACC1966,3015,Islamabad,9,Payment,POS,0,0
ACC1977,7216,Lahore,5,Deposit,Mobile,0,0
ACC8653,47313,Lahore,3,Transfer,POS,0,0
ACC7187,102350,Lahore,2,Payment,Mobile,0,0
ACC5320,152370,Karachi,6,Transfer,ATM,0,0
ACC2187,965269,Karachi,36,Withdrawal,Mobile,1,1
ACC3030,30585,Peshawar,7,Payment,Mobile,0,0
ACC9947,623857,Islamabad,37,Transfer,ATM,1,1
ACC8207,119097,Peshawar,8,Transfer,POS,0,0
ACC6456,147104,Islamabad,9,Deposit,Mobile,1,0
ACC5515,31427,Peshawar,1,Deposit,Desktop,0,0
ACC3118,103323,Karachi,1,Deposit,ATM,0,0
ACC7704,70988,Peshawar,5,Payment,ATM,0,0
ACC2506,29525,Quetta,8,Withdrawal,Mobile,0,0
ACC1736,42124,Quetta,2,Payment,Desktop,0,0
ACC5776,73949,Karachi,3,Deposit,ATM,0,0
ACC9454,198509,Karachi,2,Deposit,Desktop,0,0
ACC6693,131856,Islamabad,2,Transfer,Mobile,0,0
ACC5737,57190,Islamabad,2,Withdrawal,POS,0,0
ACC1889,167856,Quetta,7,Deposit,Desktop,0,0
ACC2104,72676,Karachi,1,Transfer,ATM,0,0
ACC2315,152688,Islamabad,3,Deposit,Mobile,0,0
ACC2730,36277,Peshawar,5,Transfer,Mobile,1,0
ACC9089,45824,Peshawar,4,Transfer,Mobile,0,0
ACC7254,878472,Karachi,37,Payment,Desktop,0,1
ACC3266,110510,Peshawar,1,Withdrawal,Mobile,0,0
ACC8551,129970,Peshawar,4,Withdrawal,ATM,0,0
ACC5781,69398,Quetta,7,Withdrawal,ATM,1,0
ACC9448,147214,Peshawar,2,Transfer,Mobile,0,0
ACC9361,107760,Quetta,4,Payment,Desktop,0,0
ACC2142,121935,Islamabad,5,Deposit,Desktop,0,0
ACC3054,33212,Islamabad,5,Transfer,ATM,0,0
ACC2600,182870,Lahore,8,Transfer,ATM,0,0
ACC6872,131809,Karachi,3,Payment,Desktop,0,0
ACC4169,559258,Quetta,14,Withdrawal,Desktop,1,1
ACC5206,115588,Peshawar,4,Withdrawal,ATM,0,0
ACC7947,179725,Islamabad,3,Transfer,POS,0,0
ACC5469,678593,Lahore,46,Withdrawal,Mobile,0,1
ACC3209,185389,Karachi,5,Payment,POS,0,0
ACC1765,137937,Peshawar,7,Transfer,Mobile,0,0
ACC1897,23630,Quetta,4,Deposit,POS,0,0
ACC5054,73917,Peshawar,2,Deposit,ATM,0,0
ACC1765,148767,Islamabad,9,Transfer,Mobile,0,0
ACC7237,42319,Islamabad,4,Payment,Mobile,0,0
ACC3026,176785,Karachi,6,Deposit,POS,0,0
ACC8560,92955,Islamabad,8,Payment,Mobile,1,0
ACC2792,7607,Islamabad,5,Deposit,Desktop,0,0
ACC2824,89035,Peshawar,7,Payment,Desktop,1,0
ACC9782,46431,Karachi,7,Deposit,ATM,0,0
ACC1853,745172,Quetta,40,Transfer,Desktop,1,1
ACC6068,142995,Quetta,5,Payment,ATM,0,0
ACC5375,6214,Peshawar,2,Payment,ATM,0,0
ACC2983,884117,Quetta,20,Transfer,ATM,1,1
ACC9502,92797,Lahore,1,Withdrawal,ATM,0,0
ACC3603,3585,Quetta,2,Payment,ATM,0,0
ACC2952,79797,Karachi,9,Transfer,Mobile,0,0
ACC1362,13669,Quetta,7,Withdrawal,ATM,1,0
ACC6014,810721,Karachi,48,Transfer,Mobile,1,1
ACC1044,136838,Quetta,3,Deposit,ATM,0,0
ACC4435,18643,Islamabad,5,Deposit,ATM,0,0
ACC6462,394145,Lahore,15,Withdrawal,POS,1,1
ACC5316,951898,Islamabad,46,Transfer,Desktop,1,1
ACC6264,109779,Islamabad,4,Payment,ATM,0,0
ACC6732,107179,Lahore,7,Transfer,ATM,1,0
ACC2065,110981,Islamabad,8,Transfer,Mobile,0,0
ACC2113,145848,Peshawar,4,Transfer,Mobile,0,0
ACC7457,182390,Quetta,9,Payment,POS,0,0
ACC5669,86799,Quetta,2,Payment,Desktop,0,0
ACC3976,164506,Lahore,6,Withdrawal,Desktop,0,0
ACC8708,60076,Karachi,3,Deposit,POS,0,0
ACC6745,862045,Lahore,24,Deposit,POS,0,1
ACC6861,51786,Islamabad,5,Payment,POS,0,0
ACC4675,544044,Islamabad,14,Transfer,POS,0,1
ACC2294,115154,Peshawar,9,Withdrawal,ATM,0,0
ACC8985,60163,Quetta,2,Transfer,Desktop,0,0
ACC1874,151637,Peshawar,2,Payment,Mobile,1,0
ACC1049,89415,Quetta,9,Withdrawal,ATM,0,0
ACC2556,143607,Lahore,6,Payment,Desktop,1,0
ACC1696,69463,Islamabad,4,Transfer,Mobile,0,0
ACC3914,179864,Peshawar,6,Payment,ATM,0,0
ACC4715,517498,Islamabad,48,Transfer,Mobile,0,1
ACC2811,129776,Peshawar,5,Payment,POS,0,0
ACC7047,32636,Peshawar,1,Deposit,Desktop,0,0
ACC8643,129104,Karachi,5,Payment,POS,0,0
ACC6079,10606,Quetta,5,Transfer,Desktop,0,0
ACC2587,176005,Islamabad,6,Deposit,Desktop,0,0
ACC7117,406150,Lahore,15,Transfer,ATM,1,1
ACC5631,150424,Quetta,7,Withdrawal,Desktop,0,0
ACC5775,41805,Karachi,9,Deposit,ATM,0,0
ACC8718,144265,Quetta,4,Deposit,ATM,0,0
ACC7049,68400,Quetta,7,Withdrawal,POS,0,0
ACC9715,69825,Karachi,4,Transfer,POS,0,0
ACC1279,149490,Lahore,2,Transfer,Desktop,0,0
ACC1412,97694,Karachi,8,Deposit,ATM,0,0
ACC8018,87850,Quetta,3,Transfer,Mobile,0,0
ACC1947,195072,Lahore,6,Payment,ATM,0,0
ACC4752,166659,Lahore,1,Withdrawal,Mobile,0,0
ACC4304,190638,Peshawar,1,Transfer,POS,0,0
ACC5580,565369,Peshawar,26,Transfer,ATM,1,1
ACC3935,29851,Karachi,8,Deposit,Mobile,0,0
ACC8170,97179,Karachi,3,Withdrawal,Mobile,1,0
ACC5602,119525,Peshawar,3,Transfer,Desktop,0,0
ACC4191,877076,Karachi,10,Withdrawal,POS,1,1
ACC1014,32578,Islamabad,3,Payment,POS,0,0
ACC5644,151849,Quetta,3,Withdrawal,Desktop,0,0
ACC2759,150511,Peshawar,1,Transfer,Mobile,0,0
ACC1567,22608,Islamabad,2,Transfer,POS,0,0
ACC7354,35435,Islamabad,9,Payment,POS,0,0
ACC7682,413974,Islamabad,24,Withdrawal,Desktop,1,1
ACC1702,7859,Lahore,5,Transfer,POS,0,0
ACC5441,14718,Quetta,3,Payment,ATM,0,0
ACC9134,158382,Quetta,6,Withdrawal,Mobile,0,0
ACC5314,665841,Lahore,18,Transfer,Mobile,1,1
ACC8036,161573,Quetta,7,Transfer,Mobile,1,0
ACC1289,18981,Karachi,1,Payment,POS,0,0
ACC8928,79256,Quetta,8,Deposit,Desktop,1,0
ACC4310,51931,Quetta,3,Deposit,ATM,0,0
ACC2479,180474,Islamabad,7,Deposit,POS,1,0
ACC2509,156771,Lahore,3,Transfer,ATM,0,0
ACC1084,165904,Peshawar,6,Payment,POS,0,0
ACC8276,599353,Islamabad,32,Transfer,POS,0,1
ACC2069,153390,Lahore,1,Transfer,ATM,1,0
ACC1058,6576,Quetta,1,Deposit,Mobile,0,0
ACC8044,105232,Islamabad,7,Withdrawal,POS,1,0
ACC8156,378963,Karachi,48,Deposit,POS,1,1
ACC7943,153035,Lahore,2,Withdrawal,POS,0,0
ACC6903,327292,Lahore,40,Payment,Desktop,1,1
ACC9634,308969,Quetta,24,Withdrawal,Desktop,1,1
ACC3607,172775,Peshawar,1,Payment,ATM,0,0
ACC7668,96745,Lahore,4,Payment,POS,0,0
ACC4680,695647,Quetta,12,Payment,ATM,0,1
ACC1213,55910,Lahore,6,Payment,POS,0,0
ACC9228,152172,Karachi,6,Deposit,POS,0,0
ACC1039,32544,Islamabad,4,Transfer,Desktop,0,0
ACC9441,16009,Peshawar,1,Transfer,ATM,0,0
ACC3971,95431,Quetta,5,Payment,POS,0,0
ACC7862,104906,Lahore,1,Deposit,POS,0,0
ACC7738,119357,Lahore,4,Withdrawal,ATM,0,0
ACC1855,105558,Quetta,1,Transfer,Desktop,0,0
ACC1935,198050,Lahore,7,Withdrawal,Mobile,1,0
ACC3223,33584,Lahore,3,Withdrawal,Mobile,0,0
ACC5635,32779,Lahore,7,Withdrawal,Mobile,0,0
ACC3129,139078,Karachi,7,Transfer,POS,1,0
ACC8623,31067,Lahore,7,Payment,Desktop,1,0
ACC9901,136143,Karachi,5,Withdrawal,ATM,0,0
ACC3021,167387,Peshawar,4,Withdrawal,POS,0,0
ACC1042,84596,Peshawar,6,Deposit,POS,0,0
ACC5938,828714,Peshawar,23,Transfer,POS,1,1
ACC1352,196283,Islamabad,1,Payment,ATM,0,0
ACC8205,175211,Quetta,2,Deposit,Mobile,0,0
ACC4923,81221,Islamabad,1,Deposit,ATM,0,0
ACC3499,14417,Islamabad,6,Payment,Desktop,0,0
ACC5313,106950,Lahore,4,Transfer,Desktop,0,0
ACC8206,621517,Quetta,21,Deposit,ATM,1,1
ACC7012,2475,Islamabad,1,Transfer,POS,0,0
ACC7247,138262,Islamabad,3,Deposit,Mobile,0,0
ACC5239,163827,Peshawar,5,Transfer,POS,0,0
ACC6066,46906,Karachi,3,Payment,Mobile,0,0
ACC6548,119349,Quetta,4,Withdrawal,POS,0,0
ACC9990,191660,Karachi,6,Transfer,POS,1,0
ACC3902,93577,Peshawar,3,Payment,ATM,0,0
ACC4120,104751,Lahore,8,Transfer,Mobile,0,0
ACC8624,114196,Lahore,4,Deposit,Desktop,0,0
ACC3865,107144,Karachi,6,Deposit,POS,0,0
ACC2640,133124,Lahore,4,Transfer,Desktop,0,0
ACC2818,95374,Islamabad,1,Payment,POS,0,0
ACC9778,569935,Lahore,28,Withdrawal,ATM,1,1
ACC3792,53283,Karachi,4,Transfer,Desktop,0,0
ACC3524,127426,Lahore,7,Withdrawal,POS,0,0
ACC5038,95825,Peshawar,7,Transfer,Desktop,1,0
ACC1369,385686,Quetta,44,Withdrawal,POS,0,1
ACC6633,89700,Quetta,3,Deposit,Mobile,0,0
ACC5461,2914,Quetta,3,Transfer,Desktop,1,0
ACC5607,46990,Lahore,1,Payment,ATM,1,0
ACC8281,767577,Quetta,26,Transfer,ATM,1,1
ACC7461,58873,Karachi,4,Payment,ATM,0,0
ACC5922,60651,Karachi,3,Payment,Desktop,0,0
ACC2333,94596,Peshawar,4,Transfer,Mobile,0,0
ACC1465,183840,Peshawar,7,Payment,Mobile,0,0
ACC8525,98830,Peshawar,7,Transfer,POS,0,0
ACC9237,187742,Peshawar,1,Withdrawal,Mobile,1,0
ACC9300,711373,Quetta,18,Withdrawal,POS,1,1
ACC8042,68379,Lahore,5,Payment,Desktop,0,0
ACC3436,104633,Karachi,4,Transfer,Mobile,0,0
ACC9246,114742,Lahore,3,Withdrawal,POS,1,0
ACC6553,194547,Lahore,2,Payment,Mobile,0,0
ACC5184,39888,Karachi,2,Deposit,Mobile,0,0
ACC4733,83826,Quetta,6,Deposit,Desktop,0,0
ACC1419,472412,Quetta,39,Transfer,Desktop,0,1
ACC6456,130872,Lahore,3,Transfer,Mobile,0,0
ACC5706,165462,Peshawar,8,Payment,POS,0,0
ACC9125,604195,Lahore,12,Withdrawal,POS,0,1
ACC9880,187437,Lahore,1,Deposit,Desktop,0,0
ACC6558,130597,Peshawar,1,Deposit,ATM,0,0
ACC2379,183929,Karachi,9,Payment,Desktop,0,0
ACC4767,173730,Lahore,5,Payment,ATM,1,0
ACC2604,42486,Peshawar,9,Payment,ATM,0,0
ACC4231,98685,Quetta,6,Withdrawal,ATM,1,0
ACC1048,35412,Karachi,2,Transfer,Desktop,0,0
ACC2753,194257,Islamabad,1,Withdrawal,Desktop,0,0
ACC8242,84130,Islamabad,4,Deposit,Mobile,0,0
ACC8418,37020,Karachi,4,Deposit,Desktop,0,0
ACC8149,90808,Islamabad,2,Payment,POS,0,0
ACC2781,195795,Peshawar,2,Transfer,Desktop,0,0
ACC7926,142898,Quetta,6,Transfer,Mobile,0,0
ACC8766,28941,Karachi,9,Deposit,ATM,1,0
ACC6191,54434,Karachi,4,Withdrawal,Mobile,1,0
ACC2347,148901,Peshawar,9,Transfer,ATM,0,0
ACC7015,34808,Quetta,5,Payment,ATM,0,0
ACC8556,12902,Quetta,9,Payment,POS,0,0
ACC9240,175939,Lahore,1,Transfer,Desktop,0,0
ACC2262,110157,Lahore,4,Withdrawal,POS,1,0
ACC4888,51655,Karachi,2,Transfer,POS,0,0
ACC3824,69824,Peshawar,6,Payment,ATM,0,0
ACC4982,134175,Quetta,4,Transfer,ATM,0,0
ACC7865,76880,Lahore,5,Withdrawal,Mobile,0,0
ACC1406,172076,Islamabad,6,Deposit,ATM,0,0
ACC5875,951586,Quetta,48,Transfer,Desktop,1,1
ACC4657,143894,Quetta,5,Withdrawal,POS,1,0
ACC4343,168737,Peshawar,9,Payment,POS,1,0
ACC8148,348968,Karachi,22,Transfer,Desktop,1,1
ACC4174,618131,Quetta,27,Transfer,POS,1,1
ACC4134,56261,Peshawar,2,Deposit,ATM,0,0
ACC3382,164125,Peshawar,8,Transfer,Mobile,0,0
ACC9647,164153,Peshawar,1,Transfer,Desktop,0,0
ACC5587,44635,Islamabad,8,Withdrawal,ATM,0,0
ACC6872,158191,Karachi,7,Deposit,ATM,1,0
ACC7636,59770,Quetta,2,Transfer,Desktop,0,0
ACC5108,83719,Karachi,8,Payment,Desktop,0,0
ACC3402,122642,Lahore,9,Transfer,POS,0,0
ACC1666,117635,Karachi,7,Deposit,POS,0,0
ACC5147,8743,Peshawar,2,Payment,ATM,0,0
ACC5083,111936,Islamabad,4,Payment,POS,0,0
ACC7728,691997,Karachi,41,Withdrawal,Mobile,1,1
ACC9159,712159,Quetta,24,Withdrawal,POS,1,1
ACC5866,60336,Peshawar,8,Withdrawal,POS,0,0
ACC1461,56171,Karachi,8,Payment,ATM,1,0
ACC9815,40398,Quetta,3,Withdrawal,ATM,0,0
ACC7822,185919,Quetta,7,Deposit,Desktop,0,0
ACC5828,41502,Peshawar,9,Withdrawal,Mobile,0,0
ACC4629,66056,Lahore,7,Deposit,Desktop,0,0
ACC7559,172358,Islamabad,5,Withdrawal,ATM,0,0
ACC6847,53117,Karachi,4,Deposit,Desktop,0,0
ACC4671,169473,Islamabad,9,Withdrawal,Desktop,0,0
ACC3798,178470,Karachi,3,Transfer,Desktop,1,0
ACC4625,187001,Islamabad,1,Deposit,POS,0,0
ACC1494,159496,Peshawar,3,Payment,ATM,0,0
ACC9410,177309,Quetta,6,Payment,Mobile,0,0
ACC2535,104874,Islamabad,1,Deposit,Desktop,0,0
ACC2840,86440,Quetta,5,Payment,Desktop,0,0
ACC1846,37480,Quetta,2,Deposit,POS,0,0
ACC8045,110228,Peshawar,6,Deposit,POS,0,0
ACC2232,611086,Islamabad,20,Withdrawal,ATM,0,1
ACC8688,104396,Quetta,1,Payment,Mobile,0,0
ACC1998,168911,Lahore,7,Deposit,Desktop,0,0
ACC8209,3397,Lahore,7,Withdrawal,Desktop,0,0
ACC5470,25774,Islamabad,5,Payment,ATM,0,0
ACC6712,139128,Lahore,1,Transfer,Desktop,0,0
ACC9129,57595,Lahore,7,Withdrawal,ATM,0,0
ACC7646,118368,Lahore,1,Payment,ATM,0,0
ACC6430,33148,Lahore,1,Payment,ATM,0,0
ACC4646,879796,Peshawar,22,Transfer,ATM,0,1
ACC3591,183807,Quetta,7,Withdrawal,ATM,0,0
ACC8578,118843,Islamabad,8,Payment,ATM,0,0
ACC7611,760581,Karachi,21,Transfer,Mobile,1,1
ACC7613,190008,Islamabad,6,Deposit,Mobile,0,0
ACC6526,989264,Lahore,44,Withdrawal,Desktop,1,1
ACC7548,55190,Quetta,7,Transfer,POS,0,0
ACC7789,140628,Islamabad,3,Payment,ATM,0,0
ACC5538,67027,Lahore,9,Withdrawal,POS,0,0
ACC7594,680824,Quetta,36,Payment,POS,1,1
ACC5229,24103,Lahore,9,Transfer,Desktop,0,0
ACC9424,37704,Peshawar,3,Payment,POS,0,0
ACC1646,128434,Karachi,4,Deposit,Desktop,0,0
ACC3436,29155,Quetta,8,Withdrawal,POS,0,0
ACC9521,696027,Quetta,42,Withdrawal,Mobile,1,1
ACC7600,69628,Peshawar,3,Deposit,POS,0,0
ACC1983,130904,Quetta,1,Deposit,ATM,0,0
ACC8334,136210,Quetta,8,Deposit,ATM,1,0
ACC9533,618654,Karachi,20,Payment,Desktop,1,1
ACC9188,148110,Peshawar,8,Withdrawal,Mobile,1,0
ACC1621,893402,Peshawar,26,Payment,Mobile,1,1
ACC9423,1966,Lahore,7,Transfer,POS,0,0
ACC3012,158039,Quetta,5,Withdrawal,Mobile,0,0
ACC3938,867099,Karachi,22,Withdrawal,ATM,1,1
ACC6999,83045,Islamabad,2,Payment,Mobile,0,0
ACC5942,443866,Karachi,42,Withdrawal,Desktop,1,1
ACC7070,130315,Karachi,7,Withdrawal,Mobile,0,0
ACC7895,57808,Quetta,1,Deposit,ATM,0,0
ACC2549,26455,Karachi,7,Transfer,Desktop,0,0
ACC4904,100195,Quetta,7,Deposit,Desktop,0,0
ACC4278,199775,Karachi,6,Deposit,ATM,0,0
ACC6493,8224,Quetta,7,Deposit,ATM,1,0
ACC5827,180558,Lahore,5,Deposit,Mobile,0,0
ACC2274,86058,Karachi,1,Transfer,POS,1,0
ACC9712,41140,Karachi,7,Transfer,Mobile,0,0
ACC2215,151846,Peshawar,9,Withdrawal,ATM,0,0
ACC2572,8350,Islamabad,9,Payment,Desktop,0,0
ACC6523,108488,Quetta,2,Deposit,ATM,0,0
ACC7294,145426,Quetta,4,Transfer,ATM,0,0
ACC2004,86904,Lahore,6,Deposit,POS,0,0
ACC5910,109275,Lahore,5,Deposit,POS,0,0
ACC6118,167789,Lahore,1,Deposit,POS,1,0
ACC7882,141513,Quetta,9,Withdrawal,Mobile,0,0
ACC4690,4351,Quetta,3,Payment,POS,0,0
ACC6097,169527,Karachi,9,Transfer,Desktop,1,0
ACC9732,61062,Islamabad,1,Transfer,POS,0,0
ACC7973,156674,Peshawar,5,Payment,ATM,0,0
ACC1826,26588,Quetta,3,Deposit,Mobile,0,0
ACC6712,800081,Peshawar,27,Withdrawal,Mobile,1,1
ACC9185,107015,Karachi,9,Payment,Mobile,0,0
ACC7663,17512,Peshawar,1,Payment,ATM,0,0
ACC2388,160045,Lahore,5,Deposit,Mobile,1,0
ACC1700,111789,Quetta,6,Transfer,Mobile,0,0
ACC5733,455337,Peshawar,31,Withdrawal,POS,1,1
ACC5094,790289,Islamabad,43,Withdrawal,Mobile,1,1
ACC8182,62599,Peshawar,7,Payment,Mobile,0,0
ACC3616,58449,Karachi,8,Deposit,Mobile,0,0
ACC7414,162247,Karachi,5,Deposit,POS,0,0
ACC4804,117444,Karachi,7,Transfer,POS,0,0
ACC4956,74427,Quetta,9,Withdrawal,POS,0,0
ACC7010,108133,Islamabad,6,Deposit,Desktop,0,0
ACC4831,159385,Karachi,4,Withdrawal,ATM,0,0
ACC5333,188929,Lahore,3,Transfer,ATM,0,0
ACC6151,75303,Peshawar,7,Deposit,ATM,0,0
ACC5564,523508,Islamabad,26,Deposit,ATM,1,1
ACC4532,90007,Karachi,8,Withdrawal,ATM,0,0
ACC1093,765182,Quetta,14,Transfer,Mobile,1,1
ACC9660,84280,Quetta,2,Withdrawal,Desktop,0,0
ACC3902,681081,Peshawar,39,Transfer,Desktop,1,1
ACC5166,93057,Quetta,4,Payment,Desktop,0,0
ACC8428,186048,Quetta,2,Withdrawal,ATM,0,0
ACC4101,151916,Quetta,3,Deposit,Mobile,0,0
ACC6181,107292,Peshawar,4,Payment,Desktop,0,0
ACC3434,110898,Quetta,6,Payment,Desktop,0,0
ACC4525,951897,Peshawar,24,Payment,Mobile,1,1
ACC9288,69177,Lahore,3,Withdrawal,Mobile,1,0
ACC1690,16700,Peshawar,4,Transfer,Desktop,0,0
ACC4739,103861,Karachi,7,Payment,ATM,0,0
ACC6797,560037,Islamabad,37,Withdrawal,Mobile,1,1
ACC2930,106203,Lahore,5,Transfer,Desktop,0,0
ACC8591,134609,Islamabad,6,Withdrawal,ATM,0,0
ACC7995,156769,Islamabad,8,Deposit,Desktop,0,0
ACC9316,871357,Karachi,35,Withdrawal,ATM,1,1
ACC1075,47957,Karachi,7,Withdrawal,Mobile,0,0
ACC5098,75442,Lahore,5,Withdrawal,POS,1,0
ACC9654,180223,Quetta,2,Payment,Mobile,0,0
ACC7967,29927,Lahore,8,Transfer,Mobile,1,0
ACC5547,78467,Lahore,3,Payment,POS,0,0
ACC8192,135029,Quetta,8,Withdrawal,ATM,0,0
ACC2879,763470,Lahore,48,Withdrawal,POS,1,1
ACC1946,61024,Quetta,3,Deposit,ATM,0,0
ACC3141,74699,Lahore,6,Payment,Desktop,0,0
ACC3479,617782,Peshawar,23,Withdrawal,ATM,1,1
ACC1270,142712,Islamabad,7,Deposit,Mobile,0,0
ACC9757,1307,Karachi,7,Withdrawal,ATM,0,0
ACC3433,785441,Lahore,19,Withdrawal,Desktop,0,1
ACC5316,46083,Islamabad,3,Withdrawal,Desktop,0,0
ACC4176,127948,Islamabad,6,Deposit,ATM,1,0
ACC4501,152642,Quetta,5,Transfer,ATM,0,0
ACC8636,117453,Quetta,6,Payment,Mobile,0,0
ACC7186,173829,Islamabad,4,Transfer,Desktop,0,0
ACC7540,349193,Peshawar,47,Payment,ATM,1,1
ACC1613,101657,Islamabad,3,Deposit,POS,0,0
ACC1748,163483,Islamabad,7,Withdrawal,Desktop,1,0
ACC3728,3811,Karachi,2,Transfer,POS,0,0
ACC7631,76628,Islamabad,6,Withdrawal,Mobile,0,0
ACC6725,111411,Karachi,6,Deposit,POS,1,0
ACC9800,7554,Islamabad,7,Payment,ATM,0,0
ACC3254,152878,Quetta,3,Deposit,Mobile,0,0
ACC6720,51792,Karachi,6,Payment,ATM,0,0
ACC6233,95915,Quetta,7,Payment,POS,0,0
ACC1962,731630,Lahore,18,Transfer,Mobile,0,1
ACC3543,88312,Quetta,9,Deposit,POS,0,0
ACC1427,93243,Peshawar,9,Deposit,POS,0,0
ACC7657,36448,Lahore,7,Withdrawal,POS,0,0
ACC3001,53446,Peshawar,9,Transfer,ATM,0,0
ACC9722,95151,Peshawar,5,Deposit,Desktop,0,0
ACC6234,189431,Quetta,4,Payment,Mobile,0,0
ACC8004,19560,Lahore,8,Transfer,Mobile,0,0
ACC4223,705484,Islamabad,41,Transfer,Mobile,0,1
ACC5838,98829,Karachi,3,Payment,POS,1,0
ACC7021,65830,Peshawar,1,Deposit,Desktop,0,0
ACC7807,138240,Karachi,3,Deposit,Mobile,0,0
ACC6395,163330,Quetta,1,Transfer,ATM,0,0
ACC3253,47610,Lahore,6,Deposit,POS,1,0
ACC7123,53542,Lahore,1,Transfer,ATM,0,0
ACC2784,483505,Karachi,17,Transfer,POS,0,1
ACC6576,40093,Quetta,9,Transfer,Desktop,0,0
